job_no,job_type,category
9472,Id-23821,Temporary/Seasonal,Quality-assurance
9473,Id-23822,Permanent,Quality-assurance
9474,Id-23824,Temporary/Seasonal,Quality-assurance
9475,Id-23825,Temporary/Seasonal,Quality-assurance
9476,Id-23827,Temporary/Seasonal,Quality-assurance
9477,Id-23830,Permanent,Quality-assurance
9478,Id-23833,Permanent,Medical Information and Pharmacovigilance
9479,Id-23834,Permanent,Quality-assurance
9480,Id-23837,Temporary/Seasonal,Quality-assurance
9481,Id-23838,Temporary/Seasonal,Quality-assurance
9482,Id-23842,Temporary/Seasonal,Quality-assurance
9483,Id-23843,Permanent,Quality-assurance
9484,Id-23849,Permanent,Quality-assurance
9485,Id-23850,Permanent,Science
9486,Id-23852,Temporary/Seasonal,Quality-assurance
9487,Id-23853,Temporary/Seasonal,Pharmacy
9488,Id-23857,Temporary/Seasonal,Quality-assurance
9489,Id-23860,Temporary/Seasonal,Quality-assurance
9490,Id-23864,Temporary/Seasonal,Quality-assurance
9491,Id-23865,Permanent,Quality-assurance
9492,Id-23867,Permanent,Quality-assurance
9493,Id-23868,Temporary/Seasonal,Medical Information and Pharmacovigilance
9494,Id-23870,Temporary/Seasonal,Quality-assurance
9495,Id-23871,Permanent,Quality-assurance
9496,Id-23872,Temporary/Seasonal,Quality-assurance
9497,Id-23875,Temporary/Seasonal,Quality-assurance
9498,Id-23876,Permanent,Quality-assurance
9499,Id-23878,Temporary/Seasonal,Quality-assurance
9500,Id-23880,Temporary/Seasonal,Quality-assurance
9501,Id-23881,Temporary/Seasonal,Quality-assurance
9502,Id-23883,Temporary/Seasonal,Quality-assurance
9503,Id-23888,Temporary/Seasonal,Quality-assurance
9504,Id-23890,Temporary/Seasonal,Pharmacy
9505,Id-23893,Permanent,Quality-assurance
9506,Id-23898,Permanent,Medical Information and Pharmacovigilance
9507,Id-23899,Permanent,Quality-assurance
9508,Id-23900,Temporary/Seasonal,Quality-assurance
9509,Id-23902,Temporary/Seasonal,Quality-assurance
9510,Id-23906,Permanent,Quality-assurance
9511,Id-23908,Permanent,Quality-assurance
9512,Id-23909,Permanent,Quality-assurance
9513,Id-23911,Temporary/Seasonal,Pharmacy
9514,Id-23917,Temporary/Seasonal,Quality-assurance
9515,Id-23923,Permanent,Quality-assurance
9516,Id-23925,Permanent,Quality-assurance
9517,Id-23926,Permanent,Quality-assurance
9518,Id-23927,Permanent,Quality-assurance
9519,Id-23929,Permanent,Quality-assurance
9520,Id-23931,Temporary/Seasonal,Quality-assurance
9521,Id-23934,Permanent,Quality-assurance
9522,Id-23935,Permanent,Medical Information and Pharmacovigilance
9523,Id-23936,Temporary/Seasonal,Quality-assurance
9524,Id-23942,Temporary/Seasonal,Quality-assurance
9525,Id-23944,Temporary/Seasonal,Quality-assurance
9526,Id-23947,Temporary/Seasonal,Pharmacy
9527,Id-23950,Temporary/Seasonal,Quality-assurance
9528,Id-23951,Temporary/Seasonal,Quality-assurance
9529,Id-23953,Permanent,Quality-assurance
9530,Id-23954,Temporary/Seasonal,Quality-assurance
9531,Id-23956,Permanent,Quality-assurance
9532,Id-23957,Temporary/Seasonal,Quality-assurance
9533,Id-23959,Temporary/Seasonal,Quality-assurance
9534,Id-23961,Temporary/Seasonal,Quality-assurance
9535,Id-23962,Temporary/Seasonal,Quality-assurance
9536,Id-23965,Temporary/Seasonal,Quality-assurance
9537,Id-23967,Temporary/Seasonal,Pharmacy
9538,Id-23973,Permanent,Quality-assurance
9539,Id-23978,Permanent,Manufacturing & Operations
9540,Id-23982,Temporary/Seasonal,Quality-assurance
9541,Id-23991,Temporary/Seasonal,Quality-assurance
9542,Id-23996,Permanent,Medical Information and Pharmacovigilance
9543,Id-24003,Temporary/Seasonal,Quality-assurance
9544,Id-24007,Permanent,"Pharmaceutical, Healthcare and Medical Sales"
9545,Id-24009,Temporary/Seasonal,Quality-assurance
9546,Id-24015,Temporary/Seasonal,Medical Information and Pharmacovigilance
9547,Id-24016,Temporary/Seasonal,Quality-assurance
9548,Id-24021,Temporary/Seasonal,Quality-assurance
9549,Id-24033,Temporary/Seasonal,Quality-assurance
9550,Id-24034,Permanent,Quality-assurance
9551,Id-24035,Temporary/Seasonal,Quality-assurance
9552,Id-24037,Temporary/Seasonal,Quality-assurance
9553,Id-24038,Temporary/Seasonal,Quality-assurance
9554,Id-24042,Permanent,Quality-assurance
9555,Id-24043,Temporary/Seasonal,Quality-assurance
9556,Id-24044,Temporary/Seasonal,Quality-assurance
9557,Id-24047,Temporary/Seasonal,Quality-assurance
9558,Id-24052,Temporary/Seasonal,Quality-assurance
9559,Id-24053,Temporary/Seasonal,Quality-assurance
9560,Id-24056,Temporary/Seasonal,Pharmacy
9561,Id-24063,Temporary/Seasonal,Quality-assurance
9562,Id-24064,Temporary/Seasonal,Medical Information and Pharmacovigilance
9563,Id-24066,Temporary/Seasonal,Quality-assurance
9564,Id-24072,Permanent,Quality-assurance
9565,Id-24075,Temporary/Seasonal,Quality-assurance
9566,Id-24076,Permanent,Medical Information and Pharmacovigilance
9567,Id-24077,Permanent,Quality-assurance
9568,Id-24078,Temporary/Seasonal,Quality-assurance
9569,Id-24080,Temporary/Seasonal,Quality-assurance
9570,Id-24083,Permanent,Quality-assurance
9571,Id-24084,Temporary/Seasonal,Quality-assurance
9572,Id-24085,Permanent,Quality-assurance
9573,Id-24086,Temporary/Seasonal,Quality-assurance
9574,Id-24088,Temporary/Seasonal,Quality-assurance
9575,Id-24089,Permanent,Quality-assurance
9576,Id-24090,Temporary/Seasonal,Quality-assurance
9577,Id-24092,Permanent,Quality-assurance
9578,Id-24093,Temporary/Seasonal,Medical Information and Pharmacovigilance
9579,Id-24095,Temporary/Seasonal,Quality-assurance
9580,Id-24096,Temporary/Seasonal,Quality-assurance
9581,Id-24100,Permanent,Quality-assurance
9582,Id-24106,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9583,Id-24112,Temporary/Seasonal,Quality-assurance
9584,Id-24113,Permanent,Medical Affairs / Pharmaceutical Physician
9585,Id-24115,Permanent,Quality-assurance
9586,Id-24116,Temporary/Seasonal,Quality-assurance
9587,Id-24117,Temporary/Seasonal,Pharmacy
9588,Id-24119,Temporary/Seasonal,Quality-assurance
9589,Id-24125,Temporary/Seasonal,Quality-assurance
9590,Id-24127,Permanent,Quality-assurance
9591,Id-24131,Temporary/Seasonal,Quality-assurance
9592,Id-24133,Permanent,Quality-assurance
9593,Id-24134,Temporary/Seasonal,Quality-assurance
9594,Id-24135,Temporary/Seasonal,Pharmacy
9595,Id-24136,Temporary/Seasonal,Quality-assurance
9596,Id-24138,Temporary/Seasonal,Quality-assurance
9597,Id-24143,Temporary/Seasonal,Pharmacy
9598,Id-24145,Permanent,Quality-assurance
9599,Id-24146,Permanent,Quality-assurance
9600,Id-24147,Permanent,Quality-assurance
9601,Id-24148,Temporary/Seasonal,Quality-assurance
9602,Id-24152,Temporary/Seasonal,Quality-assurance
9603,Id-24156,Temporary/Seasonal,Medical Information and Pharmacovigilance
9604,Id-24157,Temporary/Seasonal,Quality-assurance
9605,Id-24161,Permanent,Medical Affairs / Pharmaceutical Physician
9606,Id-24162,Permanent,Quality-assurance
9607,Id-24165,Permanent,Quality-assurance
9608,Id-24166,Permanent,Quality-assurance
9609,Id-24167,Temporary/Seasonal,Quality-assurance
9610,Id-24170,Temporary/Seasonal,Quality-assurance
9611,Id-24171,Temporary/Seasonal,Quality-assurance
9612,Id-24173,Temporary/Seasonal,Pharmacy
9613,Id-24174,Temporary/Seasonal,Quality-assurance
9614,Id-24179,Temporary/Seasonal,Quality-assurance
9615,Id-24180,Permanent,Quality-assurance
9616,Id-24181,Permanent,Quality-assurance
9617,Id-24193,Temporary/Seasonal,Quality-assurance
9618,Id-24194,Permanent,Quality-assurance
9619,Id-24195,Temporary/Seasonal,Medical Information and Pharmacovigilance
9620,Id-24200,Temporary/Seasonal,Quality-assurance
9621,Id-24201,Permanent,Quality-assurance
9622,Id-24203,Permanent,Quality-assurance
9623,Id-24204,Permanent,Quality-assurance
9624,Id-24212,Temporary/Seasonal,Quality-assurance
9625,Id-24213,Permanent,Quality-assurance
9626,Id-24215,Temporary/Seasonal,Quality-assurance
9627,Id-24216,Temporary/Seasonal,Quality-assurance
9628,Id-24218,Permanent,Quality-assurance
9629,Id-24222,Permanent,Quality-assurance
9630,Id-24226,Temporary/Seasonal,Quality-assurance
9631,Id-24228,Permanent,Quality-assurance
9632,Id-24229,Temporary/Seasonal,Quality-assurance
9633,Id-24230,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9634,Id-24233,Permanent,Manufacturing & Operations
9635,Id-24234,Permanent,Quality-assurance
9636,Id-24239,Permanent,Quality-assurance
9637,Id-24242,Permanent,Quality-assurance
9638,Id-24244,Temporary/Seasonal,Quality-assurance
9639,Id-24247,Temporary/Seasonal,Quality-assurance
9640,Id-24248,Permanent,Quality-assurance
9641,Id-24256,Temporary/Seasonal,Quality-assurance
9642,Id-24260,Temporary/Seasonal,Quality-assurance
9643,Id-24262,Temporary/Seasonal,Quality-assurance
9644,Id-24263,Permanent,Quality-assurance
9645,Id-24267,Temporary/Seasonal,Quality-assurance
9646,Id-24270,Temporary/Seasonal,Quality-assurance
9647,Id-24276,Temporary/Seasonal,Quality-assurance
9648,Id-24280,Temporary/Seasonal,Quality-assurance
9649,Id-24281,Temporary/Seasonal,Quality-assurance
9650,Id-24283,Temporary/Seasonal,Quality-assurance
9651,Id-24285,Temporary/Seasonal,Quality-assurance
9652,Id-24289,Temporary/Seasonal,Quality-assurance
9653,Id-24290,Permanent,Quality-assurance
9654,Id-24294,Temporary/Seasonal,Quality-assurance
9655,Id-24296,Temporary/Seasonal,Pharmacy
9656,Id-24301,Temporary/Seasonal,Quality-assurance
9657,Id-24304,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9658,Id-24306,Permanent,Quality-assurance
9659,Id-24307,Permanent,Quality-assurance
9660,Id-24310,Permanent,Quality-assurance
9661,Id-24312,Permanent,Quality-assurance
9662,Id-24313,Temporary/Seasonal,Quality-assurance
9663,Id-24314,Temporary/Seasonal,Quality-assurance
9664,Id-24316,Temporary/Seasonal,Quality-assurance
9665,Id-24319,Temporary/Seasonal,Quality-assurance
9666,Id-24320,Temporary/Seasonal,Medical Information and Pharmacovigilance
9667,Id-24327,Temporary/Seasonal,Quality-assurance
9668,Id-24329,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9669,Id-24332,Temporary/Seasonal,Medical Information and Pharmacovigilance
9670,Id-24333,Permanent,Quality-assurance
9671,Id-24335,Temporary/Seasonal,Quality-assurance
9672,Id-24336,Temporary/Seasonal,Quality-assurance
9673,Id-24337,Permanent,Medical Information and Pharmacovigilance
9674,Id-24339,Temporary/Seasonal,Quality-assurance
9675,Id-24344,Permanent,Quality-assurance
9676,Id-24345,Temporary/Seasonal,Quality-assurance
9677,Id-24346,Temporary/Seasonal,Quality-assurance
9678,Id-24349,Permanent,Quality-assurance
9679,Id-24351,Temporary/Seasonal,Quality-assurance
9680,Id-24352,Permanent,Medical Affairs / Pharmaceutical Physician
9681,Id-24353,Temporary/Seasonal,Quality-assurance
9682,Id-24354,Temporary/Seasonal,Quality-assurance
9683,Id-24355,Temporary/Seasonal,Pharmacy
9684,Id-24357,Temporary/Seasonal,Quality-assurance
9685,Id-24360,Temporary/Seasonal,Quality-assurance
9686,Id-24361,Temporary/Seasonal,Quality-assurance
9687,Id-24362,Temporary/Seasonal,Quality-assurance
9688,Id-24363,Temporary/Seasonal,Quality-assurance
9689,Id-24368,Temporary/Seasonal,Quality-assurance
9690,Id-24369,Temporary/Seasonal,Quality-assurance
9691,Id-24374,Temporary/Seasonal,Quality-assurance
9692,Id-24375,Permanent,Quality-assurance
9693,Id-24380,Temporary/Seasonal,Quality-assurance
9694,Id-24382,Temporary/Seasonal,Quality-assurance
9695,Id-24383,Permanent,Medical Affairs / Pharmaceutical Physician
9696,Id-24386,Permanent,Quality-assurance
9697,Id-24389,Permanent,Quality-assurance
9698,Id-24391,Permanent,Quality-assurance
9699,Id-24392,Temporary/Seasonal,Quality-assurance
9700,Id-24393,Temporary/Seasonal,Quality-assurance
9701,Id-24394,Permanent,Quality-assurance
9702,Id-24399,Permanent,Quality-assurance
9703,Id-24400,Temporary/Seasonal,Quality-assurance
9704,Id-24401,Temporary/Seasonal,Medical Information and Pharmacovigilance
9705,Id-24403,Temporary/Seasonal,Quality-assurance
9706,Id-24404,Permanent,Quality-assurance
9707,Id-24409,Temporary/Seasonal,Quality-assurance
9708,Id-24414,Temporary/Seasonal,Quality-assurance
9709,Id-24418,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9710,Id-24422,Permanent,Science
9711,Id-24423,Temporary/Seasonal,Medical Information and Pharmacovigilance
9712,Id-24425,Permanent,Quality-assurance
9713,Id-24428,Temporary/Seasonal,Quality-assurance
9714,Id-24429,Temporary/Seasonal,Quality-assurance
9715,Id-24430,Permanent,Medical Affairs / Pharmaceutical Physician
9716,Id-24431,Permanent,Quality-assurance
9717,Id-24432,Permanent,Quality-assurance
9718,Id-24433,Temporary/Seasonal,Quality-assurance
9719,Id-24434,Temporary/Seasonal,Quality-assurance
9720,Id-24435,Temporary/Seasonal,Quality-assurance
9721,Id-24441,Permanent,Science
9722,Id-24443,Temporary/Seasonal,Quality-assurance
9723,Id-24444,Permanent,Quality-assurance
9724,Id-24450,Temporary/Seasonal,Quality-assurance
9725,Id-24452,Temporary/Seasonal,Quality-assurance
9726,Id-24453,Permanent,Quality-assurance
9727,Id-24454,Temporary/Seasonal,Quality-assurance
9728,Id-24459,Permanent,Quality-assurance
9729,Id-24462,Temporary/Seasonal,Quality-assurance
9730,Id-24463,Temporary/Seasonal,Quality-assurance
9731,Id-24465,Temporary/Seasonal,Quality-assurance
9732,Id-24469,Temporary/Seasonal,Quality-assurance
9733,Id-24471,Temporary/Seasonal,Quality-assurance
9734,Id-24475,Temporary/Seasonal,Quality-assurance
9735,Id-24477,Temporary/Seasonal,Quality-assurance
9736,Id-24478,Temporary/Seasonal,Quality-assurance
9737,Id-24480,Temporary/Seasonal,Quality-assurance
9738,Id-24481,Permanent,Quality-assurance
9739,Id-24484,Permanent,Manufacturing & Operations
9740,Id-24485,Permanent,Quality-assurance
9741,Id-24491,Permanent,Quality-assurance
9742,Id-24492,Permanent,Quality-assurance
9743,Id-24494,Temporary/Seasonal,Quality-assurance
9744,Id-24495,Temporary/Seasonal,Quality-assurance
9745,Id-24499,Temporary/Seasonal,Quality-assurance
9746,Id-24501,Permanent,Quality-assurance
9747,Id-24505,Temporary/Seasonal,Quality-assurance
9748,Id-24506,Temporary/Seasonal,Quality-assurance
9749,Id-24507,Temporary/Seasonal,Quality-assurance
9750,Id-24509,Permanent,Quality-assurance
9751,Id-24510,Temporary/Seasonal,Pharmacy
9752,Id-24516,Temporary/Seasonal,Quality-assurance
9753,Id-24517,Temporary/Seasonal,Quality-assurance
9754,Id-24523,Temporary/Seasonal,Quality-assurance
9755,Id-24525,Permanent,Science
9756,Id-24526,Permanent,Quality-assurance
9757,Id-24528,Temporary/Seasonal,Medical Information and Pharmacovigilance
9758,Id-24530,Temporary/Seasonal,Medical Information and Pharmacovigilance
9759,Id-24532,Permanent,Science
9760,Id-24533,Temporary/Seasonal,Quality-assurance
9761,Id-24534,Temporary/Seasonal,Quality-assurance
9762,Id-24537,Temporary/Seasonal,Quality-assurance
9763,Id-24538,Temporary/Seasonal,Quality-assurance
9764,Id-24544,Temporary/Seasonal,Quality-assurance
9765,Id-24553,Temporary/Seasonal,Quality-assurance
9766,Id-24556,Temporary/Seasonal,Quality-assurance
9767,Id-24558,Permanent,Medical Information and Pharmacovigilance
9768,Id-24560,Temporary/Seasonal,Quality-assurance
9769,Id-24565,Temporary/Seasonal,Quality-assurance
9770,Id-24567,Temporary/Seasonal,Quality-assurance
9771,Id-24569,Temporary/Seasonal,Quality-assurance
9772,Id-24570,Permanent,Quality-assurance
9773,Id-24572,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9774,Id-24573,Temporary/Seasonal,Quality-assurance
9775,Id-24575,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9776,Id-24578,Temporary/Seasonal,Quality-assurance
9777,Id-24580,Permanent,Quality-assurance
9778,Id-24582,Temporary/Seasonal,Quality-assurance
9779,Id-24584,Permanent,Quality-assurance
9780,Id-24585,Temporary/Seasonal,Quality-assurance
9781,Id-24589,Temporary/Seasonal,Quality-assurance
9782,Id-24591,Temporary/Seasonal,Medical Information and Pharmacovigilance
9783,Id-24595,Permanent,Quality-assurance
9784,Id-24607,Permanent,Quality-assurance
9785,Id-24608,Temporary/Seasonal,Pharmacy
9786,Id-24609,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9787,Id-24612,Temporary/Seasonal,Quality-assurance
9788,Id-24617,Permanent,Quality-assurance
9789,Id-24618,Permanent,Quality-assurance
9790,Id-24619,Temporary/Seasonal,Quality-assurance
9791,Id-24621,Temporary/Seasonal,Quality-assurance
9792,Id-24628,Temporary/Seasonal,Quality-assurance
9793,Id-24629,Temporary/Seasonal,Pharmacy
9794,Id-24632,Temporary/Seasonal,Quality-assurance
9795,Id-24634,Temporary/Seasonal,Pharmacy
9796,Id-24636,Temporary/Seasonal,Quality-assurance
9797,Id-24637,Temporary/Seasonal,Quality-assurance
9798,Id-24639,Temporary/Seasonal,Quality-assurance
9799,Id-24643,Permanent,Quality-assurance
9800,Id-24648,Temporary/Seasonal,Quality-assurance
9801,Id-24650,Temporary/Seasonal,Quality-assurance
9802,Id-24654,Temporary/Seasonal,Quality-assurance
9803,Id-24656,Temporary/Seasonal,Quality-assurance
9804,Id-24658,Temporary/Seasonal,Quality-assurance
9805,Id-24663,Temporary/Seasonal,Pharmacy
9806,Id-24671,Permanent,Quality-assurance
9807,Id-24672,Permanent,Quality-assurance
9808,Id-24679,Permanent,Quality-assurance
9809,Id-24680,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9810,Id-24681,Temporary/Seasonal,Medical Information and Pharmacovigilance
9811,Id-24685,Permanent,Quality-assurance
9812,Id-24687,Permanent,Quality-assurance
9813,Id-24688,Temporary/Seasonal,Quality-assurance
9814,Id-24691,Temporary/Seasonal,Quality-assurance
9815,Id-24693,Temporary/Seasonal,Quality-assurance
9816,Id-24695,Temporary/Seasonal,Quality-assurance
9817,Id-24698,Temporary/Seasonal,Quality-assurance
9818,Id-24699,Permanent,Quality-assurance
9819,Id-24702,Temporary/Seasonal,Quality-assurance
9820,Id-24705,Permanent,Quality-assurance
9821,Id-24706,Temporary/Seasonal,Quality-assurance
9822,Id-24709,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9823,Id-24711,Permanent,Science
9824,Id-24713,Temporary/Seasonal,Quality-assurance
9825,Id-24714,Temporary/Seasonal,Pharmacy
9826,Id-24715,Temporary/Seasonal,Quality-assurance
9827,Id-24716,Temporary/Seasonal,Quality-assurance
9828,Id-24717,Temporary/Seasonal,Quality-assurance
9829,Id-24718,Temporary/Seasonal,Quality-assurance
9830,Id-24720,Temporary/Seasonal,Quality-assurance
9831,Id-24723,Permanent,Medical Information and Pharmacovigilance
9832,Id-24724,Temporary/Seasonal,Quality-assurance
9833,Id-24726,Permanent,Quality-assurance
9834,Id-24732,Permanent,Quality-assurance
9835,Id-24735,Permanent,Quality-assurance
9836,Id-24739,Temporary/Seasonal,Quality-assurance
9837,Id-24741,Permanent,Quality-assurance
9838,Id-24744,Temporary/Seasonal,Science
9839,Id-24747,Permanent,Quality-assurance
9840,Id-24749,Temporary/Seasonal,Quality-assurance
9841,Id-24754,Permanent,Quality-assurance
9842,Id-24755,Temporary/Seasonal,Quality-assurance
9843,Id-24757,Permanent,Quality-assurance
9844,Id-24758,Permanent,Medical Information and Pharmacovigilance
9845,Id-24763,Permanent,Quality-assurance
9846,Id-24765,Temporary/Seasonal,Quality-assurance
9847,Id-24766,Temporary/Seasonal,Quality-assurance
9848,Id-24767,Temporary/Seasonal,Quality-assurance
9849,Id-24769,Permanent,Medical Information and Pharmacovigilance
9850,Id-24770,Permanent,Quality-assurance
9851,Id-24771,Temporary/Seasonal,Quality-assurance
9852,Id-24772,Permanent,Manufacturing & Operations
9853,Id-24773,Temporary/Seasonal,Quality-assurance
9854,Id-24779,Permanent,Quality-assurance
9855,Id-24783,Temporary/Seasonal,Quality-assurance
9856,Id-24784,Temporary/Seasonal,Quality-assurance
9857,Id-24785,Permanent,Quality-assurance
9858,Id-24786,Temporary/Seasonal,Quality-assurance
9859,Id-24790,Temporary/Seasonal,Quality-assurance
9860,Id-24792,Temporary/Seasonal,Quality-assurance
9861,Id-24793,Permanent,Quality-assurance
9862,Id-24796,Temporary/Seasonal,Quality-assurance
9863,Id-24802,Temporary/Seasonal,Quality-assurance
9864,Id-24806,Temporary/Seasonal,Pharmacy
9865,Id-24809,Temporary/Seasonal,Quality-assurance
9866,Id-24811,Permanent,Medical Information and Pharmacovigilance
9867,Id-24812,Permanent,Medical Information and Pharmacovigilance
9868,Id-24814,Temporary/Seasonal,Quality-assurance
9869,Id-24815,Permanent,Medical Information and Pharmacovigilance
9870,Id-24816,Permanent,Quality-assurance
9871,Id-24818,Temporary/Seasonal,Quality-assurance
9872,Id-24821,Temporary/Seasonal,Quality-assurance
9873,Id-24822,Permanent,Quality-assurance
9874,Id-24824,Temporary/Seasonal,Quality-assurance
9875,Id-24826,Temporary/Seasonal,Medical Information and Pharmacovigilance
9876,Id-24827,Temporary/Seasonal,Medical Information and Pharmacovigilance
9877,Id-24832,Permanent,Quality-assurance
9878,Id-24834,Temporary/Seasonal,Quality-assurance
9879,Id-24839,Permanent,Quality-assurance
9880,Id-24843,Temporary/Seasonal,Quality-assurance
9881,Id-24846,Temporary/Seasonal,Quality-assurance
9882,Id-24848,Permanent,Quality-assurance
9883,Id-24849,Permanent,Quality-assurance
9884,Id-24852,Temporary/Seasonal,Quality-assurance
9885,Id-24855,Temporary/Seasonal,Quality-assurance
9886,Id-24856,Permanent,Quality-assurance
9887,Id-24866,Temporary/Seasonal,Quality-assurance
9888,Id-24867,Temporary/Seasonal,Quality-assurance
9889,Id-24868,Temporary/Seasonal,Quality-assurance
9890,Id-24872,Temporary/Seasonal,Medical Information and Pharmacovigilance
9891,Id-24874,Temporary/Seasonal,Quality-assurance
9892,Id-24875,Temporary/Seasonal,Quality-assurance
9893,Id-24876,Permanent,Quality-assurance
9894,Id-24877,Permanent,Manufacturing & Operations
9895,Id-24879,Permanent,Quality-assurance
9896,Id-24884,Temporary/Seasonal,Quality-assurance
9897,Id-24887,Temporary/Seasonal,Quality-assurance
9898,Id-24890,Temporary/Seasonal,Quality-assurance
9899,Id-24892,Permanent,Medical Affairs / Pharmaceutical Physician
9900,Id-24894,Temporary/Seasonal,Quality-assurance
9901,Id-24896,Permanent,Quality-assurance
9902,Id-24897,Temporary/Seasonal,Quality-assurance
9903,Id-24900,Temporary/Seasonal,Quality-assurance
9904,Id-24901,Temporary/Seasonal,Quality-assurance
9905,Id-24903,Permanent,Quality-assurance
9906,Id-24907,Temporary/Seasonal,Quality-assurance
9907,Id-24909,Temporary/Seasonal,Quality-assurance
9908,Id-24910,Permanent,Quality-assurance
9909,Id-24911,Temporary/Seasonal,Quality-assurance
9910,Id-24913,Temporary/Seasonal,Quality-assurance
9911,Id-24916,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9912,Id-24919,Temporary/Seasonal,Quality-assurance
9913,Id-24924,Temporary/Seasonal,Quality-assurance
9914,Id-24925,Temporary/Seasonal,Quality-assurance
9915,Id-24927,Temporary/Seasonal,Quality-assurance
9916,Id-24928,Temporary/Seasonal,Quality-assurance
9917,Id-24931,Temporary/Seasonal,Quality-assurance
9918,Id-24932,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9919,Id-24936,Permanent,Science
9920,Id-24937,Temporary/Seasonal,Quality-assurance
9921,Id-24938,Permanent,Quality-assurance
9922,Id-24941,Temporary/Seasonal,Quality-assurance
9923,Id-24942,Temporary/Seasonal,Quality-assurance
9924,Id-24943,Temporary/Seasonal,Quality-assurance
9925,Id-24947,Permanent,Quality-assurance
9926,Id-24949,Temporary/Seasonal,Quality-assurance
9927,Id-24951,Temporary/Seasonal,Quality-assurance
9928,Id-24952,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9929,Id-24953,Temporary/Seasonal,Quality-assurance
9930,Id-24955,Temporary/Seasonal,Quality-assurance
9931,Id-24957,Temporary/Seasonal,Quality-assurance
9932,Id-24958,Temporary/Seasonal,Quality-assurance
9933,Id-24961,Permanent,Quality-assurance
9934,Id-24964,Temporary/Seasonal,Quality-assurance
9935,Id-24968,Temporary/Seasonal,Quality-assurance
9936,Id-24971,Permanent,Science
9937,Id-24973,Temporary/Seasonal,Quality-assurance
9938,Id-24974,Temporary/Seasonal,Quality-assurance
9939,Id-24975,Permanent,Quality-assurance
9940,Id-24977,Permanent,Medical Affairs / Pharmaceutical Physician
9941,Id-24979,Permanent,Quality-assurance
9942,Id-24981,Permanent,Quality-assurance
9943,Id-24987,Temporary/Seasonal,Quality-assurance
9944,Id-24990,Permanent,Quality-assurance
9945,Id-24991,Temporary/Seasonal,Quality-assurance
9946,Id-24993,Temporary/Seasonal,Quality-assurance
9947,Id-24996,Permanent,Quality-assurance
9948,Id-24998,Temporary/Seasonal,Quality-assurance
9949,Id-25000,Temporary/Seasonal,Quality-assurance
9950,Id-25003,Permanent,Medical Affairs / Pharmaceutical Physician
9951,Id-25008,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9952,Id-25009,Temporary/Seasonal,Science
9953,Id-25011,Temporary/Seasonal,Quality-assurance
9954,Id-25015,Temporary/Seasonal,Quality-assurance
9955,Id-25019,Temporary/Seasonal,Quality-assurance
9956,Id-25021,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9957,Id-25024,Temporary/Seasonal,Quality-assurance
9958,Id-25029,Temporary/Seasonal,Quality-assurance
9959,Id-25032,Temporary/Seasonal,Medical Affairs / Pharmaceutical Physician
9960,Id-25033,Permanent,Quality-assurance
9961,Id-25034,Temporary/Seasonal,Quality-assurance
9962,Id-25038,Temporary/Seasonal,Quality-assurance
9963,Id-25043,Temporary/Seasonal,Quality-assurance
9964,Id-25046,Permanent,Quality-assurance
9965,Id-25050,Temporary/Seasonal,Medical Information and Pharmacovigilance
9966,Id-25051,Permanent,Quality-assurance
9967,Id-25052,Temporary/Seasonal,Quality-assurance
9968,Id-25053,Permanent,Medical Information and Pharmacovigilance
9969,Id-25054,Temporary/Seasonal,Quality-assurance
9970,Id-25058,Temporary/Seasonal,Quality-assurance
9971,Id-25059,Permanent,Quality-assurance
9972,Id-25065,Temporary/Seasonal,Pharmacy
9973,Id-25066,Temporary/Seasonal,Quality-assurance
9974,Id-25067,Temporary/Seasonal,Quality-assurance
9975,Id-25068,Temporary/Seasonal,Quality-assurance
9976,Id-25072,Permanent,Quality-assurance
9977,Id-25076,Permanent,Medical Affairs / Pharmaceutical Physician
9978,Id-25077,Permanent,Medical Affairs / Pharmaceutical Physician
9979,Id-25080,Temporary/Seasonal,Quality-assurance
9980,Id-25083,Temporary/Seasonal,Quality-assurance
9981,Id-25085,Temporary/Seasonal,Quality-assurance
9982,Id-25087,Permanent,Medical Affairs / Pharmaceutical Physician
9983,Id-25088,Temporary/Seasonal,Quality-assurance
9984,Id-25089,Temporary/Seasonal,Quality-assurance
9985,Id-25090,Temporary/Seasonal,Quality-assurance
9986,Id-25091,Temporary/Seasonal,Quality-assurance
9987,Id-25092,Temporary/Seasonal,Quality-assurance
9988,Id-25095,Temporary/Seasonal,Quality-assurance
